model,qa_id,category,difficulty,answer_type,base_context_recall,cot_context_recall,base_exact_match,cot_exact_match,delta_exact_match,base_token_f1,cot_token_f1,delta_token_f1,base_rouge_l,cot_rouge_l,delta_rouge_l
glm-5,vlrag-2d99689d30,legal_validity,medium,boolean,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.017391304347826087,-0.008582721626199889,0.025974025974025976,0.017391304347826087,-0.008582721626199889
glm-5,vlrag-2dea3f846e,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.024096385542168676,0.03076923076923077,0.006672845227062095,0.024096385542168676,0.03076923076923077,0.006672845227062095
glm-5,vlrag-2e042d65c7,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.027397260273972605,-0.033208800332088007,0.06060606060606061,0.027397260273972605,-0.033208800332088007
glm-5,vlrag-2fc29574e9,single_hop,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.04081632653061225,0.05714285714285715,0.0163265306122449,0.04081632653061225,0.05714285714285715,0.0163265306122449
glm-5,vlrag-2fc2ca8dd5,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.42253521126760557,0.42553191489361697,0.002996703626011399,0.2676056338028169,0.2695035460992908,0.0018979122964739026
glm-5,vlrag-34837c4024,legal_validity,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2736842105263158,0.1625730994152047,0.1111111111111111,0.16842105263157897,0.057309941520467866
glm-5,vlrag-3586e55420,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.039735099337748346,0.1276595744680851,0.08792447513033674,0.039735099337748346,0.11347517730496455,0.07374007796721621
glm-5,vlrag-3776f0eb92,single_hop,medium,boolean,1.0,1.0,0.0,0.0,0.0,0.018348623853211007,0.01785714285714286,-0.0004914809960681471,0.018348623853211007,0.01785714285714286,-0.0004914809960681471
glm-5,vlrag-39529deded,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.05555555555555556,0.03225806451612903,-0.023297491039426528,0.05555555555555556,0.03225806451612903,-0.023297491039426528
glm-5,vlrag-395e4fa2e5,single_hop,medium,extractive,1.0,1.0,0.0,0.0,0.0,0.5384615384615384,0.5384615384615384,0.0,0.46153846153846156,0.46153846153846156,0.0
glm-5,vlrag-39ef775a9f,multi_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.6341463414634146,0.6341463414634146,0.0,0.46341463414634143,0.46341463414634143,0.0
glm-5,vlrag-3c8aedd844,legal_validity,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.014598540145985401,-0.0031005748982623864,0.017699115044247787,0.014598540145985401,-0.0031005748982623864
glm-5,vlrag-3e8c04ac9e,legal_validity,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.02531645569620253,0.02777777777777778,0.0024613220815752485,0.02531645569620253,0.02777777777777778,0.0024613220815752485
glm-5,vlrag-403cfe9c69,citation,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.027027027027027025,0.01923076923076923,-0.007796257796257797,0.027027027027027025,0.01923076923076923,-0.007796257796257797
glm-5,vlrag-41eb00badb,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.11666666666666667,0.11666666666666667,0.0
glm-5,vlrag-430decb685,citation,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.2444444444444444,0.10232558139534884,-0.14211886304909557,0.2444444444444444,0.10232558139534884,-0.14211886304909557
glm-5,vlrag-4367175a6f,citation,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.03571428571428572,0.034482758620689655,-0.0012315270935960645,0.03571428571428572,0.034482758620689655,-0.0012315270935960645
glm-5,vlrag-436bb223b0,single_hop,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.018348623853211007,0.017699115044247787,-0.0006495088089632194,0.018348623853211007,0.017699115044247787,-0.0006495088089632194
glm-5,vlrag-45f4114900,multi_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.14193548387096774,0.11764705882352941,-0.024288425047438333,0.12903225806451613,0.09803921568627451,-0.030993042378241617
glm-5,vlrag-46259cca4a,multi_hop,medium,boolean,0.5,0.5,1.0,1.0,0.0,0.014184397163120567,0.01941747572815534,0.0052330785650347746,0.014184397163120567,0.01941747572815534,0.0052330785650347746
glm-5,vlrag-47d2ec76d2,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.2684563758389262,0.2738095238095238,0.005353147970597605,0.2416107382550336,0.1904761904761905,-0.051134547778843104
glm-5,vlrag-47f0fd280d,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.04273504273504273,0.03344481605351171,-0.009290226681531018,0.04273504273504273,0.03344481605351171,-0.009290226681531018
glm-5,vlrag-487fa5b1e1,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.2192982456140351,0.21645021645021648,-0.0028480291638186273,0.2192982456140351,0.2077922077922078,-0.011506037821827297
glm-5,vlrag-48b48f3cc4,legal_validity,easy,boolean,1.0,1.0,0.0,0.0,0.0,0.024390243902439022,0.025641025641025647,0.0012507817385866253,0.024390243902439022,0.025641025641025647,0.0012507817385866253
glm-5,vlrag-4a041d41ee,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.10666666666666667,0.19801980198019803,0.09135313531353136,0.10666666666666667,0.19801980198019803,0.09135313531353136
glm-5,vlrag-4a990c4e26,single_hop,easy,boolean,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glm-5,vlrag-4b392c0200,single_hop,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.14985590778097982,0.12272727272727273,-0.027128635053707092,0.1037463976945245,0.09090909090909091,-0.012837306785433586
glm-5,vlrag-4b65d1820b,multi_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.1900452488687783,0.17269076305220885,-0.017354485816569454,0.12669683257918551,0.11646586345381527,-0.010230969125370248
glm-5,vlrag-4bbe0a2986,citation,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.016260162601626018,0.017094017094017096,0.0008338544923910778,0.016260162601626018,0.017094017094017096,0.0008338544923910778
glm-5,vlrag-4c2202e5d8,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.13559322033898305,0.20134228187919462,0.06574906154021157,0.10169491525423728,0.18791946308724833,0.08622454783301105
glm-5,vlrag-4c32915bdf,single_hop,medium,boolean,0.0,0.0,1.0,1.0,0.0,0.028985507246376812,0.02777777777777778,-0.0012077294685990322,0.028985507246376812,0.02777777777777778,-0.0012077294685990322
glm-5,vlrag-4ca09b3024,single_hop,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glm-5,vlrag-4d27996130,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.5507246376811594,0.43956043956043955,-0.11116419812071987,0.49275362318840576,0.3736263736263736,-0.11912724956203219
glm-5,vlrag-4dd098a4de,single_hop,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.048582995951417005,0.005725853094274147,0.04285714285714286,0.048582995951417005,0.005725853094274147
glm-5,vlrag-4df54f8510,legal_validity,medium,boolean,1.0,1.0,1.0,1.0,0.0,0.013793103448275862,0.014925373134328356,0.0011322696860524943,0.013793103448275862,0.014925373134328356,0.0011322696860524943
glm-5,vlrag-4edb9c9ed4,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.6904761904761904,0.4461538461538461,-0.24432234432234423,0.6904761904761904,0.4461538461538461,-0.24432234432234423
glm-5,vlrag-4ee85f41f0,cross_document,medium,abstractive,0.5,0.5,0.0,0.0,0.0,0.3445692883895131,0.40151515151515155,0.05694586312563843,0.3220973782771535,0.37878787878787873,0.05669050051072522
glm-5,vlrag-500483712d,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.4144736842105263,0.4077669902912621,-0.006706693919264206,0.36842105263157887,0.36245954692556637,-0.005961505706012504
glm-5,vlrag-5014e70c07,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.7241379310344828,0.75,0.025862068965517238,0.7241379310344828,0.75,0.025862068965517238
glm-5,vlrag-50501fc46a,citation,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.19819819819819817,0.19469026548672566,-0.003507932711472511,0.18018018018018017,0.17699115044247787,-0.003189029737702298
glm-5,vlrag-5084d77826,legal_validity,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0
glm-5,vlrag-50e8199f0c,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.019801980198019802,0.023255813953488372,0.0034538337554685695,0.019801980198019802,0.023255813953488372,0.0034538337554685695
glm-5,vlrag-51657210e8,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.13333333333333333,0.3018867924528302,0.16855345911949685,0.08888888888888888,0.23899371069182387,0.150104821802935
glm-5,vlrag-516dd29031,multi_hop,medium,abstractive,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3240223463687151,0.3163841807909605,-0.0076381655777545965,0.2681564245810056,0.25988700564971756,-0.00826941893128802
glm-5,vlrag-5199ca57cd,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.32967032967032966,0.26190476190476186,-0.0677655677655678,0.25274725274725274,0.20634920634920634,-0.0463980463980464
glm-5,vlrag-519edd821a,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.08695652173913043,0.49504950495049505,0.4080929832113646,0.08695652173913043,0.49504950495049505,0.4080929832113646
glm-5,vlrag-5213eaed2b,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.1730769230769231,0.08695652173913043,-0.08612040133779267,0.15384615384615383,0.08695652173913043,-0.0668896321070234
glm-5,vlrag-556f219a82,single_hop,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.039603960396039604,-0.023888103096023884,0.06349206349206349,0.039603960396039604,-0.023888103096023884
glm-5,vlrag-56ecd77824,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.07758620689655173,0.08866995073891625,0.011083743842364518,0.06034482758620689,0.08866995073891625,0.028325123152709353
glm-5,vlrag-5a28eaf0fb,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.08955223880597014,0.07843137254901959,-0.011120866256950551,0.08955223880597014,0.07843137254901959,-0.011120866256950551
glm-5,vlrag-5a492376bd,multi_hop,medium,boolean,0.5,0.5,1.0,1.0,0.0,0.016,0.034482758620689655,0.018482758620689654,0.016,0.034482758620689655,0.018482758620689654
glm-5,vlrag-5b20bcd0a2,single_hop,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.888888888888889,0.888888888888889,0.0,0.888888888888889,0.888888888888889,0.0
glm-5,vlrag-5c4a8dfb1a,citation,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.024390243902439022,0.024390243902439022,0.0,0.024390243902439022,0.024390243902439022,0.0
glm-5,vlrag-5c6a1b61fc,multi_hop,medium,boolean,1.0,1.0,1.0,1.0,0.0,0.016666666666666666,0.029411764705882353,0.012745098039215686,0.016666666666666666,0.029411764705882353,0.012745098039215686
glm-5,vlrag-5ca3350cae,single_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.21978021978021978,0.15492957746478872,-0.06485064231543106,0.2087912087912088,0.14788732394366197,-0.06090388484754683
glm-5,vlrag-5cda1ff266,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.4857142857142857,0.5714285714285714,0.08571428571428569,0.4666666666666666,0.5604395604395604,0.09377289377289383
glm-5,vlrag-60b4a6b766,single_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.13991769547325103,0.1484375,0.00851980452674897,0.1234567901234568,0.125,0.0015432098765432029
glm-5,vlrag-61535eac04,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.0830670926517572,0.0830670926517572,0.0,0.07667731629392971,0.07667731629392971
glm-5,vlrag-62073cb3a6,legal_validity,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.6741573033707865,0.6629213483146068,-0.011235955056179692,0.6741573033707865,0.6629213483146068,-0.011235955056179692
glm-5,vlrag-63a7d1a7cf,citation,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.03076923076923077,0.0077807250221043345,0.022988505747126436,0.03076923076923077,0.0077807250221043345
glm-5,vlrag-643e0fe13b,single_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.0
glm-5,vlrag-6509bb01ad,single_hop,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.14814814814814814,0.14814814814814814,0.0,0.14814814814814814,0.14814814814814814,0.0
glm-5,vlrag-65515d6803,single_hop,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.02150537634408602,0.02777777777777778,0.00627240143369176,0.02150537634408602,0.02777777777777778,0.00627240143369176
glm-5,vlrag-65539bbc64,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.4075471698113207,0.34726688102893893,-0.060280288782381786,0.3924528301886792,0.33440514469453375,-0.05804768549414546
glm-5,vlrag-667a015ee4,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.6019417475728155,0.6019417475728155,0.0,0.44660194174757284,0.44660194174757284,0.0
glm-5,vlrag-676ad4aad5,single_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.1058201058201058,0.10752688172043011,0.0017067759003243088,0.1058201058201058,0.10752688172043011,0.0017067759003243088
glm-5,vlrag-6884f64ffe,single_hop,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.967741935483871,0.967741935483871,0.0,0.967741935483871,0.967741935483871,0.0
glm-5,vlrag-68c0b49fd7,legal_validity,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.25490196078431376,0.19999999999999998,-0.05490196078431378,0.21568627450980393,0.19999999999999998,-0.01568627450980395
glm-5,vlrag-68ec3438a7,single_hop,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.1551362683438155,0.14368932038834953,-0.01144694795546597,0.13417190775681342,0.12038834951456313,-0.01378355824225029
glm-5,vlrag-690e673596,single_hop,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.034482758620689655,0.02531645569620253,-0.009166302924487123,0.034482758620689655,0.02531645569620253,-0.009166302924487123
glm-5,vlrag-6972ddd02a,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.16030534351145037,0.16153846153846155,0.0012331180270111763,0.13740458015267176,0.13076923076923078,-0.006635349383440986
glm-5,vlrag-69965240a8,citation,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.1272727272727273,0.11851851851851851,-0.008754208754208778,0.1272727272727273,0.1037037037037037,-0.023569023569023587
glm-5,vlrag-69dbbcd3df,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.4999999999999999,0.5039370078740157,0.003937007874015852,0.4655172413793104,0.4566929133858268,-0.008824327993483594
glm-5,vlrag-6a345299b8,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.13496932515337423,0.11528822055137845,-0.019681104601995777,0.12269938650306748,0.10025062656641605,-0.022448759936651436
glm-5,vlrag-6b504cea3c,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.11147540983606558,0.26548672566371684,0.15401131582765126,0.09836065573770493,0.2300884955752212,0.1317278398375163
glm-5,vlrag-6bfe090dff,legal_validity,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.1564245810055866,0.1327433628318584,-0.023681218173728202,0.1340782122905028,0.10619469026548674,-0.027883522025016053
glm-5,vlrag-6ca20a6a4f,single_hop,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.23529411764705882,0.25641025641025644,0.021116138763197623,0.23529411764705882,0.25641025641025644,0.021116138763197623
glm-5,vlrag-6ccf049f50,legal_validity,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.024999999999999998,0.02531645569620253,0.00031645569620253333,0.024999999999999998,0.02531645569620253,0.00031645569620253333
glm-5,vlrag-6dfcc4c773,citation,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.2362204724409449,0.1744186046511628,-0.06180186778978211,0.17322834645669288,0.12790697674418602,-0.04532136971250686
glm-5,vlrag-6e1947eae3,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.11926605504587157,0.10101010101010101,-0.018255954035770558,0.11009174311926605,0.08754208754208755,-0.0225496555771785
glm-5,vlrag-6e1f48be0b,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.1276595744680851,0.010012515644555686,0.047058823529411764,0.11347517730496452,0.06641635377555276
glm-5,vlrag-6f3e1c1e6d,single_hop,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.05128205128205127,0.02985074626865672,-0.021431305013394554,0.05128205128205127,0.02985074626865672,-0.021431305013394554
glm-5,vlrag-6f59bbf161,single_hop,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.02985074626865672,0.014925373134328356,-0.014925373134328363,0.02985074626865672,0.014925373134328356,-0.014925373134328363
glm-5,vlrag-6f87c95c3a,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.3368421052631579,0.33333333333333337,-0.003508771929824517,0.3368421052631579,0.33333333333333337,-0.003508771929824517
glm-5,vlrag-706fa99ba1,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.030303030303030307,0.01941747572815534,-0.010885554574874966,0.030303030303030307,0.01941747572815534,-0.010885554574874966
glm-5,vlrag-71f687ab53,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.45000000000000007,0.24107142857142855,-0.20892857142857152,0.3,0.16964285714285715,-0.13035714285714284
glm-5,vlrag-75836911c3,citation,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.14942528735632185,0.15950920245398773,0.010083915097665874,0.11494252873563217,0.147239263803681,0.032296735068048824
glm-5,vlrag-759db6ffda,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.07905138339920949,0.06993006993006992,-0.009121313469139566,0.07114624505928854,0.06293706293706294,-0.0082091821222256
glm-5,vlrag-75d42961cb,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.21333333333333335,0.25882352941176473,0.04549019607843138,0.18666666666666668,0.23529411764705882,0.048627450980392145
glm-5,vlrag-778533a41c,citation,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.02380952380952381,0.028985507246376812,0.005175983436853,0.02380952380952381,0.028985507246376812,0.005175983436853
glm-5,vlrag-77991beb60,single_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.3296703296703297,0.27649769585253453,-0.05317263381779519,0.2417582417582418,0.20276497695852536,-0.03899326479971643
glm-5,vlrag-77f787f8c6,citation,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.08403361344537814,0.06329113924050632,-0.020742474204871825,0.06722689075630253,0.05063291139240506,-0.01659397936389747
glm-5,vlrag-796eb8f064,citation,easy,boolean,1.0,1.0,0.0,0.0,0.0,0.03508771929824561,0.0,-0.03508771929824561,0.03508771929824561,0.0,-0.03508771929824561
glm-5,vlrag-7a875999b1,single_hop,easy,boolean,1.0,1.0,0.0,1.0,1.0,0.014492753623188404,0.02173913043478261,0.007246376811594207,0.014492753623188404,0.02173913043478261,0.007246376811594207
glm-5,vlrag-7b5c94943d,single_hop,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.673469387755102,0.6534653465346535,-0.02000404122044852,0.4693877551020408,0.4554455445544554,-0.013942210547585376
glm-5,vlrag-7bd0cf9e12,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.32967032967032966,0.32967032967032966,0.0,0.32967032967032966,0.32967032967032966,0.0
glm-5,vlrag-7dfba1ade4,multi_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.16227180527383367,0.14525139664804468,-0.01702040862578899,0.08924949290060852,0.08566108007448789,-0.0035884128261206294
glm-5,vlrag-7e401112f7,single_hop,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.2796833773087071,0.22795698924731184,-0.05172638806139529,0.2638522427440633,0.18064516129032257,-0.08320708145374076
glm-5,vlrag-80122c1752,single_hop,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.4745762711864407,0.56,0.08542372881355936,0.4745762711864407,0.56,0.08542372881355936
glm-5,vlrag-81439311e2,single_hop,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.046296296296296294,0.03619909502262443,-0.010097201273671863,0.046296296296296294,0.03619909502262443,-0.010097201273671863
glm-5,vlrag-824f821daf,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.18045112781954886,0.1610738255033557,-0.019377302316193168,0.11278195488721804,0.10067114093959731,-0.01211081394762073
glm-5,vlrag-828b3b9210,single_hop,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.037383177570093455,0.008397670323716643,0.028985507246376812,0.037383177570093455,0.008397670323716643
glm-5,vlrag-8292dad830,citation,easy,boolean,1.0,1.0,0.0,1.0,1.0,0.02857142857142857,0.020202020202020204,-0.008369408369408367,0.02857142857142857,0.020202020202020204,-0.008369408369408367
glm-5,vlrag-83685e1762,multi_hop,medium,boolean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glm-5,vlrag-83fbd6bd48,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.018518518518518517,0.018348623853211007,-0.00016989466530751077,0.018518518518518517,0.018348623853211007,-0.00016989466530751077
glm-5,vlrag-854a4250d8,cross_document,medium,abstractive,0.2,0.2,0.0,0.0,0.0,0.8095238095238094,0.8235294117647058,0.01400560224089642,0.8095238095238094,0.8235294117647058,0.01400560224089642
glm-5,vlrag-8716fdf2a9,single_hop,easy,boolean,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.014285714285714287,0.018018018018018018,0.003732303732303731,0.014285714285714287,0.018018018018018018,0.003732303732303731
glm-5,vlrag-879cc8abaa,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.2064516129032258,0.24354243542435428,0.03709082252112847,0.18064516129032257,0.2140221402214022,0.03337697893107963
glm-5,vlrag-87d0288954,single_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.06249999999999999,0.06249999999999999,0.0,0.04166666666666667,0.04166666666666667
glm-5,vlrag-87e25267d5,legal_validity,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.02777777777777778,0.027027027027027025,-0.0007507507507507546,0.02777777777777778,0.027027027027027025,-0.0007507507507507546
glm-5,vlrag-87fb142b48,citation,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.039045553145336226,0.05947955390334572,0.020434000758009496,0.030368763557483726,0.04460966542750929,0.014240901870025566
glm-5,vlrag-8933f9ddfe,single_hop,medium,boolean,0.0,0.0,1.0,1.0,0.0,0.029411764705882353,0.018181818181818184,-0.011229946524064168,0.029411764705882353,0.018181818181818184,-0.011229946524064168
glm-5,vlrag-8a32e0a2a3,single_hop,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.45502645502645506,0.26315789473684204,-0.19186856028961302,0.3703703703703703,0.18947368421052632,-0.18089668615984397
glm-5,vlrag-8ad537015f,citation,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.013888888888888888,0.01680672268907563,0.0029178338001867414,0.013888888888888888,0.01680672268907563,0.0029178338001867414
glm-5,vlrag-8b0b97465f,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.3125,0.21551724137931036,-0.09698275862068964,0.3,0.20689655172413793,-0.09310344827586206
glm-5,vlrag-8b9c2acd97,cross_document,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.23728813559322035,0.2328042328042328,-0.004483902788987554,0.22033898305084745,0.14814814814814814,-0.07219083490269931
glm-5,vlrag-8c3b4b3876,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.04511278195488722,0.04316546762589929,-0.0019473143289879327,0.04511278195488722,0.04316546762589929,-0.0019473143289879327
glm-5,vlrag-8c4ce236d3,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.21212121212121213,0.21818181818181817,0.006060606060606044,0.16666666666666669,0.18181818181818182,0.015151515151515138
glm-5,vlrag-8d07b2c897,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.39490445859872614,0.29107981220657275,-0.10382464639215339,0.356687898089172,0.29107981220657275,-0.06560808588259925
glm-5,vlrag-8e069b09b4,single_hop,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.37383177570093457,0.3466666666666667,-0.027165109034267887,0.31775700934579443,0.32,0.002242990654205579
glm-5,vlrag-8eebc48287,single_hop,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.3880597014925373,0.22807017543859648,-0.15998952605394084,0.3880597014925373,0.22807017543859648,-0.15998952605394084
glm-5,vlrag-91017aea55,single_hop,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.025974025974025976,0.02631578947368421,0.00034176349965823333,0.025974025974025976,0.02631578947368421,0.00034176349965823333
glm-5,vlrag-910ae681fd,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.17100371747211898,0.1631205673758865,-0.007883150096232472,0.10408921933085502,0.09929078014184396,-0.004798439189011058
glm-5,vlrag-93bc7d3971,legal_validity,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glm-5,vlrag-968f09d93b,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.5084745762711864,0.5084745762711864,0.0,0.5084745762711864,0.5084745762711864,0.0
glm-5,vlrag-9693796744,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.27619047619047615,0.2616033755274262,-0.014587100663049968,0.2,0.18565400843881857,-0.014345991561181437
glm-5,vlrag-96c5612f35,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.4166666666666667,0.1763779527559055,-0.24028871391076118,0.23333333333333334,0.15118110236220472,-0.08215223097112861
glm-5,vlrag-976d13b280,single_hop,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.12048192771084336,0.1724137931034483,0.05193186539260493,0.12048192771084336,0.1724137931034483,0.05193186539260493
glm-5,vlrag-98b15859c2,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.22972972972972977,0.20795107033639143,-0.02177865939333834,0.20945945945945946,0.2018348623853211,-0.007624597074138345
glm-5,vlrag-9a82819e6f,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.017094017094017096,0.018181818181818184,0.0010878010878010887,0.017094017094017096,0.018181818181818184,0.0010878010878010887
glm-5,vlrag-9a91265119,single_hop,easy,boolean,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glm-5,vlrag-9aed41736c,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.0273972602739726,0.018348623853211007,-0.009048636420761594,0.0273972602739726,0.018348623853211007,-0.009048636420761594
glm-5,vlrag-9c8106f75c,citation,medium,boolean,0.0,0.0,1.0,1.0,0.0,0.04166666666666667,0.034482758620689655,-0.007183908045977017,0.04166666666666667,0.034482758620689655,-0.007183908045977017
glm-5,vlrag-9c83a05cb8,citation,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.0380952380952381,0.04040404040404041,0.002308802308802309,0.0380952380952381,0.04040404040404041,0.002308802308802309
glm-5,vlrag-9cb8b6fa40,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.17105263157894737,0.13,-0.04105263157894737,0.17105263157894737,0.1,-0.07105263157894737
